Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated,Trial start date,Trial completion date
NCT02180867,"Alveolar Soft Part Sarcoma; Angiomatoid Fibrous Histiocytoma; Atypical Fibroxanthoma; Clear Cell Sarcoma of Soft Tissue; Epithelioid Malignant Peripheral Nerve Sheath Tumor; Epithelioid Sarcoma; Extraskeletal Myxoid Chondrosarcoma; Extraskeletal Osteosarcoma; Fibrohistiocytic Neoplasm; Fibrosarcoma; Inflammatory Myofibroblastic Tumor; Intimal Sarcoma; Leiomyosarcoma; Liposarcoma; Liver Embryonal Sarcoma; Low Grade Fibromyxoid Sarcoma; Low Grade Myofibroblastic Sarcoma; Malignant Peripheral Nerve Sheath Tumor; Malignant Skin Granular Cell Tumor; Malignant Triton Tumor; Mesenchymal Chondrosarcoma; Myxofibrosarcoma; Myxoid Chondrosarcoma; Myxoinflammatory Fibroblastic Sarcoma; Nerve Sheath Neoplasm; PEComa; Pericytic Neoplasm; Plexiform Fibrohistiocytic Tumor; Sclerosing Epithelioid Fibrosarcoma; Skin Glomus Tumor; Stage IB Soft Tissue Sarcoma AJCC v7; Stage IIB Soft Tissue Sarcoma AJCC v7; Stage III Soft Tissue Sarcoma AJCC v7; Stage IV Soft Tissue Sarcoma AJCC v7; Synovial Sarcoma; Undifferentiated High Grade Pleomorphic Sarcoma of Bone; Sarcoma, Alveolar Soft Part; Histiocytoma, Angiomatoid Fibrous; Sarcoma, Clear Cell; Sarcoma; Chondrosarcoma, Extraskeletal Myxoid; Fibrosarcoma; Granuloma, Plasma Cell; Leiomyosarcoma; Liposarcoma; Neurofibrosarcoma; Chondrosarcoma, Mesenchymal; Dermatofibrosarcoma; Nerve Sheath Neoplasms; Perivascular Epithelioid Cell Neoplasms; Sarcoma, Synovial; Histiocytoma, Malignant Fibrous",Regimen B,"Doxorubicin, Doxorubicin Hydrochloride, Ifosfamide, Pazopanib, Pazopanib Hydrochloride, Radiation Therapy, Therapeutic Conventional Surgery",,,,,,,,,,2026-03-25,2014-07-11,2026-12-24
NCT02180867,"Alveolar Soft Part Sarcoma; Angiomatoid Fibrous Histiocytoma; Atypical Fibroxanthoma; Clear Cell Sarcoma of Soft Tissue; Epithelioid Malignant Peripheral Nerve Sheath Tumor; Epithelioid Sarcoma; Extraskeletal Myxoid Chondrosarcoma; Extraskeletal Osteosarcoma; Fibrohistiocytic Neoplasm; Fibrosarcoma; Inflammatory Myofibroblastic Tumor; Intimal Sarcoma; Leiomyosarcoma; Liposarcoma; Liver Embryonal Sarcoma; Low Grade Fibromyxoid Sarcoma; Low Grade Myofibroblastic Sarcoma; Malignant Peripheral Nerve Sheath Tumor; Malignant Skin Granular Cell Tumor; Malignant Triton Tumor; Mesenchymal Chondrosarcoma; Myxofibrosarcoma; Myxoid Chondrosarcoma; Myxoinflammatory Fibroblastic Sarcoma; Nerve Sheath Neoplasm; PEComa; Pericytic Neoplasm; Plexiform Fibrohistiocytic Tumor; Sclerosing Epithelioid Fibrosarcoma; Skin Glomus Tumor; Stage IB Soft Tissue Sarcoma AJCC v7; Stage IIB Soft Tissue Sarcoma AJCC v7; Stage III Soft Tissue Sarcoma AJCC v7; Stage IV Soft Tissue Sarcoma AJCC v7; Synovial Sarcoma; Undifferentiated High Grade Pleomorphic Sarcoma of Bone; Sarcoma, Alveolar Soft Part; Histiocytoma, Angiomatoid Fibrous; Sarcoma, Clear Cell; Sarcoma; Chondrosarcoma, Extraskeletal Myxoid; Fibrosarcoma; Granuloma, Plasma Cell; Leiomyosarcoma; Liposarcoma; Neurofibrosarcoma; Chondrosarcoma, Mesenchymal; Dermatofibrosarcoma; Nerve Sheath Neoplasms; Perivascular Epithelioid Cell Neoplasms; Sarcoma, Synovial; Histiocytoma, Malignant Fibrous",Regimen C,"Doxorubicin, Doxorubicin Hydrochloride, Ifosfamide, Pazopanib, Pazopanib Hydrochloride, Radiation Therapy, Therapeutic Conventional Surgery",,,,,,,,,,2026-03-25,2014-07-11,2026-12-24
NCT02180867,"Alveolar Soft Part Sarcoma; Angiomatoid Fibrous Histiocytoma; Atypical Fibroxanthoma; Clear Cell Sarcoma of Soft Tissue; Epithelioid Malignant Peripheral Nerve Sheath Tumor; Epithelioid Sarcoma; Extraskeletal Myxoid Chondrosarcoma; Extraskeletal Osteosarcoma; Fibrohistiocytic Neoplasm; Fibrosarcoma; Inflammatory Myofibroblastic Tumor; Intimal Sarcoma; Leiomyosarcoma; Liposarcoma; Liver Embryonal Sarcoma; Low Grade Fibromyxoid Sarcoma; Low Grade Myofibroblastic Sarcoma; Malignant Peripheral Nerve Sheath Tumor; Malignant Skin Granular Cell Tumor; Malignant Triton Tumor; Mesenchymal Chondrosarcoma; Myxofibrosarcoma; Myxoid Chondrosarcoma; Myxoinflammatory Fibroblastic Sarcoma; Nerve Sheath Neoplasm; PEComa; Pericytic Neoplasm; Plexiform Fibrohistiocytic Tumor; Sclerosing Epithelioid Fibrosarcoma; Skin Glomus Tumor; Stage IB Soft Tissue Sarcoma AJCC v7; Stage IIB Soft Tissue Sarcoma AJCC v7; Stage III Soft Tissue Sarcoma AJCC v7; Stage IV Soft Tissue Sarcoma AJCC v7; Synovial Sarcoma; Undifferentiated High Grade Pleomorphic Sarcoma of Bone; Sarcoma, Alveolar Soft Part; Histiocytoma, Angiomatoid Fibrous; Sarcoma, Clear Cell; Sarcoma; Chondrosarcoma, Extraskeletal Myxoid; Fibrosarcoma; Granuloma, Plasma Cell; Leiomyosarcoma; Liposarcoma; Neurofibrosarcoma; Chondrosarcoma, Mesenchymal; Dermatofibrosarcoma; Nerve Sheath Neoplasms; Perivascular Epithelioid Cell Neoplasms; Sarcoma, Synovial; Histiocytoma, Malignant Fibrous",Regimen D,"Doxorubicin, Doxorubicin Hydrochloride, Ifosfamide, Pazopanib, Pazopanib Hydrochloride, Radiation Therapy, Therapeutic Conventional Surgery",,,,,,,,,,2026-03-25,2014-07-11,2026-12-24
NCT00108953,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms; Liver Neoplasms",Placebo + Doxorubicin,"Sorafenib (Nexavar, BAY43-9006) plus Doxorubicin, Doxorubicin/Placebo",199.0,148.0,302.0,49.0,,,,,,2014-10-31,2005-04,2008-04
NCT00108953,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms; Liver Neoplasms",Sorafenib + Doxorubicin,"Sorafenib (Nexavar, BAY43-9006) plus Doxorubicin, Doxorubicin/Placebo",418.0,317.0,999999999.0,47.0,,,,,,2014-10-31,2005-04,2008-04
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 1: Group 1: Lenvatinib: 12 mg,Lenvatinib,,,,,,,,,0.0,2019-02-01,2009-07-24,2015-08-13
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 1: Group 1: Lenvatinib: 16 mg,Lenvatinib,,,,,,,,,,2019-02-01,2009-07-24,2015-08-13
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 1: Group 2: Lenvatinib: 12 mg,Lenvatinib,,,,,,,,,0.0,2019-02-01,2009-07-24,2015-08-13
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 1: Group 2: Lenvatinib: 8 mg,Lenvatinib,,,,,,,,,0.0,2019-02-01,2009-07-24,2015-08-13
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 1: Group1: Lenvatinib: 16 mg,Lenvatinib,,,,,,,,,0.0,2019-02-01,2009-07-24,2015-08-13
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 2 : Lenvatinib :12 mg,Lenvatinib,18.3,12.7,25.1,41.0,7.4,5.5,9.4,41.0,,2019-02-01,2009-07-24,2015-08-13
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 2: Lenvatinib: 12 mg,Lenvatinib,,,,,,,,,,2019-02-01,2009-07-24,2015-08-13
NCT01761266,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Neoplasms",Lenvatinib,"Lenvatinib, Sorafenib",13.6,12.1,14.9,478.0,,,,,24.1,2022-04-05,2013-03-01,2021-03-10
NCT01761266,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Neoplasms",Sorafenib,"Lenvatinib, Sorafenib",12.3,10.4,13.9,476.0,,,,,9.2,2022-04-05,2013-03-01,2021-03-10
NCT01856322,Colorectal Cancer; Liver Metastasis; Colorectal Adenocarcinoma; Colorectal Neoplasms,Normal Volunteers (or Control Group),"Sulindac, Placebo, Validate assays and shipping methods",,,,,,,,,,2015-10-23,2013-04,2015-01
NCT04099277,"Solid Tumor; Triple-negative Breast Cancer; Gastric Adenocarcinoma; Head and Neck Squamous Cell Carcinoma; Cervical Carcinoma; High Grade Serous Ovarian Carcinoma; Hepatocellular Carcinoma; Undifferentiated Pleomorphic Sarcoma; Leiomyosarcoma; Triple Negative Breast Neoplasms; Squamous Cell Carcinoma of Head and Neck; Uterine Cervical Neoplasms; Carcinoma, Hepatocellular; Histiocytoma, Malignant Fibrous; Leiomyosarcoma",10 mg LY3435151,"LY3435151, Pembrolizumab",,,,,,,,,,2021-08-31,2019-10-28,2020-03-05
NCT04798781,"Gastric Cancer; Hepatocellular Carcinoma; Stomach Neoplasms; Carcinoma, Hepatocellular",telatinib + Keytruda,"Telatinib, Keytruda",258.0,116.0,1238.0,15.0,153.87,,,15.0,0.0,2025-12-11,2021-07-28,2025-10-20
NCT02424955,"Liver Cancer; Liver Tumor; Hepatocellular Carcinoma; Liver Carcinoma; Liver Neoplasms; Carcinoma, Hepatocellular",3D Perfusion Ultrasound,"perflutren lipid microspheres, 3D ultrasound",,,,,,,,,,2023-07-11,2014-11-18,2022-06-30
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Combination Dose Escalation: 1 TOCI + Pembrolizumab + TAK-500 16 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Combination Dose Escalation: 1 TOCI + Pembrolizumab + TAK-500 8 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Combination Dose Escalation: 2 DEX + Pembrolizumab + TAK 500 24 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Combination Dose Escalation: 2 DEX + Pembrolizumab + TAK-500 40 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 1 DEX + TAK-500 16 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 1 TOCI + TAK-500 16 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 1 TOCI + TAK-500 24 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 1 TOCI + TAK-500 8 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 2 DEX + TAK-500 16 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 2 DEX + TAK-500 24 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 2 DEX + TAK-500 40 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 2 DEX + TAK-500 60 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: TAK-500 16 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: TAK-500 8 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22,2022-04-14,2025-01-06
NCT02431676,Breast Cancer; Prostate Cancer; Lung Cancer; Colon Cancer; Melanoma of Skin; Endometrial Cancer; Liver Cancer; Pancreatic Cancer; Rectal Cancer; Kidney Cancer; Other Solid Malignant Tumors; Breast Neoplasms; Prostatic Neoplasms; Lung Neoplasms; Colonic Neoplasms; Melanoma; Endometrial Neoplasms; Liver Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Kidney Neoplasms,Coach Directed Behavioral Weight Loss,"Metformin, Coach Directed Behavioral Weight Loss, Self-control weight loss",,,,,,,,,,2024-08-28,2015-05,2018-12
NCT02431676,Breast Cancer; Prostate Cancer; Lung Cancer; Colon Cancer; Melanoma of Skin; Endometrial Cancer; Liver Cancer; Pancreatic Cancer; Rectal Cancer; Kidney Cancer; Other Solid Malignant Tumors; Breast Neoplasms; Prostatic Neoplasms; Lung Neoplasms; Colonic Neoplasms; Melanoma; Endometrial Neoplasms; Liver Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Kidney Neoplasms,Metformin,"Metformin, Coach Directed Behavioral Weight Loss, Self-control weight loss",,,,,,,,,,2024-08-28,2015-05,2018-12
NCT02431676,Breast Cancer; Prostate Cancer; Lung Cancer; Colon Cancer; Melanoma of Skin; Endometrial Cancer; Liver Cancer; Pancreatic Cancer; Rectal Cancer; Kidney Cancer; Other Solid Malignant Tumors; Breast Neoplasms; Prostatic Neoplasms; Lung Neoplasms; Colonic Neoplasms; Melanoma; Endometrial Neoplasms; Liver Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Kidney Neoplasms,Self-Directed,"Metformin, Coach Directed Behavioral Weight Loss, Self-control weight loss",,,,,,,,,,2024-08-28,2015-05,2018-12
NCT00903396,"Anal Cancer; Carcinoma of the Appendix; Colorectal Cancer; Extrahepatic Bile Duct Cancer; Gallbladder Cancer; Gastric Cancer; Gastrointestinal Carcinoid Tumor; Liver Cancer; Nausea and Vomiting; Pancreatic Cancer; Primary Peritoneal Cavity Cancer; Small Intestine Cancer; Anus Neoplasms; Appendiceal Neoplasms; Colorectal Neoplasms; Bile Duct Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Nausea; Vomiting; Pancreatic Neoplasms; Colonic Neoplasms; Rectal Neoplasms; Carcinoma, Hepatocellular",Arm I,"palonosetron hydrochloride, placebo",,,,,,,,,,2017-11-24,2009-09,2013-05
NCT00903396,"Anal Cancer; Carcinoma of the Appendix; Colorectal Cancer; Extrahepatic Bile Duct Cancer; Gallbladder Cancer; Gastric Cancer; Gastrointestinal Carcinoid Tumor; Liver Cancer; Nausea and Vomiting; Pancreatic Cancer; Primary Peritoneal Cavity Cancer; Small Intestine Cancer; Anus Neoplasms; Appendiceal Neoplasms; Colorectal Neoplasms; Bile Duct Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Nausea; Vomiting; Pancreatic Neoplasms; Colonic Neoplasms; Rectal Neoplasms; Carcinoma, Hepatocellular",Arm II,"palonosetron hydrochloride, placebo",,,,,,,,,,2017-11-24,2009-09,2013-05
NCT00903396,"Anal Cancer; Carcinoma of the Appendix; Colorectal Cancer; Extrahepatic Bile Duct Cancer; Gallbladder Cancer; Gastric Cancer; Gastrointestinal Carcinoid Tumor; Liver Cancer; Nausea and Vomiting; Pancreatic Cancer; Primary Peritoneal Cavity Cancer; Small Intestine Cancer; Anus Neoplasms; Appendiceal Neoplasms; Colorectal Neoplasms; Bile Duct Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Nausea; Vomiting; Pancreatic Neoplasms; Colonic Neoplasms; Rectal Neoplasms; Carcinoma, Hepatocellular",Arm III,"palonosetron hydrochloride, placebo",,,,,,,,,,2017-11-24,2009-09,2013-05
NCT00903396,"Anal Cancer; Carcinoma of the Appendix; Colorectal Cancer; Extrahepatic Bile Duct Cancer; Gallbladder Cancer; Gastric Cancer; Gastrointestinal Carcinoid Tumor; Liver Cancer; Nausea and Vomiting; Pancreatic Cancer; Primary Peritoneal Cavity Cancer; Small Intestine Cancer; Anus Neoplasms; Appendiceal Neoplasms; Colorectal Neoplasms; Bile Duct Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Nausea; Vomiting; Pancreatic Neoplasms; Colonic Neoplasms; Rectal Neoplasms; Carcinoma, Hepatocellular",Arm IV,"palonosetron hydrochloride, placebo",,,,,,,,,,2017-11-24,2009-09,2013-05
NCT03419897,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Tislelizumab,Tislelizumab,13.2,10.8,15.2,249.0,2.7,1.4,2.8,249.0,12.9,2024-10-26,2018-04-09,2022-07-06
NCT04050462,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Nivolumab Monotherapy,"Nivolumab 240 mg IV every 2 weeks + Cabiralizumab 4 mg/kg IV every 2 weeks, Nivolumab 240 mg IV every 2 weeks + BMS-986253 1200 mg IV every 2 weeks, Nivolumab 240 mg IV every 2 weeks",465.0,145.0,1995.0,5.0,,,,,20.0,2025-10-16,2019-09-12,2025-01-31
NCT04050462,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Nivolumab/BMS-986253 Combination,"Nivolumab 240 mg IV every 2 weeks + Cabiralizumab 4 mg/kg IV every 2 weeks, Nivolumab 240 mg IV every 2 weeks + BMS-986253 1200 mg IV every 2 weeks, Nivolumab 240 mg IV every 2 weeks",409.0,127.0,1422.0,7.0,,,,,28.57,2025-10-16,2019-09-12,2025-01-31
NCT02859324,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",CC-122 2mg + Nivolumab,"CC-122, Nivolumab",320.0,96.0,,7.0,130.0,42.0,,7.0,42.9,2021-05-11,2016-09-20,2020-03-27
NCT02859324,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",CC-122 3mg + Nivolumab,"CC-122, Nivolumab",303.0,196.0,,9.0,95.0,51.0,144.0,9.0,0.0,2021-05-11,2016-09-20,2020-03-27
NCT02859324,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",CC-122 4mg + Nivolumab,"CC-122, Nivolumab",135.0,95.0,387.0,5.0,122.0,56.0,166.0,5.0,0.0,2021-05-11,2016-09-20,2020-03-27
NCT00105235,"Liver Disease; Liver Transplantation; Liver Diseases; Rejection, Psychology",Alemtuzumab,"Alemtuzumab, Cyclosporine, Mycophenolate mofetil, Tacrolimus, Liver transplant, Immunosuppression withdrawal",,,,,,,,,,2012-12-27,2005-06,2011-03
NCT02460991,"Hepatocellular Carcinoma; Hepatoma; Liver Cell Carcinoma; Carcinoma, Hepatocellular",DEB-TACE,"DEB-TACE, Sorafenib",,,,,,,,,,2021-02-12,2015-11,2017-06-05
NCT02460991,"Hepatocellular Carcinoma; Hepatoma; Liver Cell Carcinoma; Carcinoma, Hepatocellular",Sorafenib,"DEB-TACE, Sorafenib",,,,,,,,,,2021-02-12,2015-11,2017-06-05
NCT00829413,Liver Neoplasms; Liver Neoplasms,Safety Population,SonoVue®,,,,,,,,,,2018-08-03,2010-06,2013-07
NCT04281784,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasm; Pulmonary Disease, Chronic Obstructive; Heart Failure，Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",EHR-based Clinician Jumpstart,EHR-based Clinician Jumpstart,,,,,,,,,,2025-04-04,2020-04-23,2022-09-26
